account_id,awg_engagement_rate,is_verified,followers,following,likes,videos_count
theevilpen,0.005189696,FALSE,18300,1495,284000,1003
baptt_bm,0.331317712,FALSE,189,280,1343,22
jithudg1234,0.042317128,FALSE,19100,7991,189000,157
itscarolinalove,0.399135531,FALSE,15600,189,964000,53
autobritedirect,0.026597532,FALSE,60200,1371,444800,469
kellyarayes,0.001994048,FALSE,19200,2341,206900,94
.gabi._.uchiha,0.067417377,FALSE,2144,16,26000,103
happylandperu,0.070080567,FALSE,38300,13,224900,59
userbaba1122,0.008655786,FALSE,5453,1271,40900,529
brittany.scovel,0.009779945,FALSE,1600000,835,160400000,5394
papaighosh39,0.11065008,FALSE,17800,51,129100,1394
_.admm,10.93891213,FALSE,239,78,32200,5
bfitwithlizz,0.00077953,FALSE,92400,1212,1500000,370
kamiramn,0.011303351,FALSE,16200,521,548700,919
_meichangg,0.004625483,FALSE,11100,69,101100,256
_lang2x,0.008104052,FALSE,1999,3202,8991,619
bdloobd,31.04870048,FALSE,1321,17,122400,3
erickcaceres6,0.002894129,FALSE,8252,191,28400,306
ajithjeebrock,0.009484646,FALSE,42800,490,552800,1679
asit_maparu_0o,0.067597279,FALSE,5250,1517,204500,2059
bamplayscod,0.017525941,FALSE,9651,1371,30500,132
...poopaa__321,0.016639292,FALSE,116200,9972,2500000,1189
hemanchapagai,0.082210431,FALSE,1427,2356,7163,82
therealcarmit,0.010235361,TRUE,88100,171,270700,202
jdag6,0.016044266,FALSE,35500,2641,313000,869
_l5i3,0.035982248,FALSE,3412,680,39800,154
o8031,0.062857143,FALSE,180,70,2648,175
emen2508,0.021897959,FALSE,33600,1023,690300,503
eminence713,0.00892133,FALSE,1233,2593,31,3
100k_12_504,0.020871542,FALSE,1885,3077,3135,55
melissasabando3,0.001525735,FALSE,15300,639,110100,515
13uyeuye,0.023083227,FALSE,1292,495,13000,360
alejandromorales913,0.014053696,FALSE,3017,4106,13900,562
eyza_gan,0.224024975,FALSE,1197,58,4680,19
eypiz,0.047798742,FALSE,1590,74,17000,2
helpsppmephg,0.061594203,FALSE,207,860,294,12
beny.javi,0.024163494,FALSE,1426,159,13600,339
ingride637,0.025829563,FALSE,1092,2625,934,34
rodriguez._.xd,0.176719298,FALSE,19000,30,228400,150
ekemxsam,0.111096677,FALSE,701900,85,36300000,889
adityajaiswaal8,0.008453145,FALSE,34300,43,533400,383
gana_g143p,0.257142857,FALSE,328,142,13200,175
gax.b,0.208525346,FALSE,217,176,344,8
kim_loaiza0_0,0.027010485,FALSE,6022,156,63600,218
cxii27,0.064611168,FALSE,1251,103,5016,72
nycoleta88,0.025461326,FALSE,3328,2496,10900,123
_kp0p.mia_,0.81981982,FALSE,37,99,87,3
_lettty,2.606741573,FALSE,89,22,1762,4
_mdm___,1.209146749,FALSE,2349,1,19500,7
diana_aster,0.010912354,TRUE,10500000,12,347000000,847
di_di_vl6,0.045303198,FALSE,583,246,2939,38
dgueixasantoslima,0.012152778,FALSE,1152,1729,46,4
95.clvssic.pro,0.385780886,FALSE,78,1197,308,11
mellowy971,0.002971756,FALSE,34900,7884,284500,1562
just_matt23,0.000614646,FALSE,11900,235,10700,307
dyamij39q0j0,0.071740487,FALSE,458,538,1723,55
tmax._0,1.627777778,FALSE,45,48,292,4
fownfown4,0.486111111,FALSE,18,7,34,4
sowiq0q,1.947222222,FALSE,24,68,666,15
olcayy.7,0.39030303,FALSE,4620,2,109800,22
roshanyadav705423,0.00612196,FALSE,8354,728,26600,577
kristamichellehair,2.09223301,FALSE,3296,53,117000,17
tomiokasword,0.434374561,FALSE,5081,111,836700,129
onadatenyc,0.710416667,FALSE,224,38,2370,15
l5.s1,0.375190259,FALSE,219,284,1232,18
l5.5.5,0.249068323,FALSE,644,588,834,5
ceezanell,0.040651847,FALSE,1613,292,21000,78
sreeragmksgs,0.022413656,FALSE,1791,9736,4924,37
srdaa_,0.00491943,FALSE,7376,187,47200,809
srwinbuhude,0.008283379,FALSE,367,543,83,25
o_n_e47,0.070317003,FALSE,347,4030,688,30
louannemattioni,0.168101922,FALSE,257900,97,6400000,220
haayhay,0.004205779,FALSE,52900,901,1400000,236
skylarrr_marie,0.009829805,FALSE,3800000,242,141400000,2302
aanaricoram,0.010931973,FALSE,21000,230,145500,120
itsmenicksmithy2,0.008122514,FALSE,14500000,47,863500000,2333
shy.nicolee,0.021696117,FALSE,4592,492,29400,266
mkmkhei,1.136281042,FALSE,127,105,5372,26
jizi445,0.080847869,FALSE,6470,12,33800,44
mdbelalshorif8,0.053823625,FALSE,1317,6759,12300,433
bien_vivre_ma_grossessee,0.082370068,FALSE,10500,32,30100,37
nvs45,0.706766917,FALSE,19,3,176,14
soo.bl,0.016638432,FALSE,4132,206,191700,8
cutyrosy22,0.130727143,FALSE,60000,68,598600,868
alexandracucea,0.020871227,FALSE,14200,9899,270500,1967
sa9nu8,0.091765177,FALSE,1426,1279,25100,122
anacristinamatias2,0.01163142,FALSE,1324,1853,5732,673
aiiiqui_gatuuu,0.039710888,FALSE,437300,2,14000000,739
meoewmwmmwmk,1.334898279,FALSE,213,6,880,5
i90keith,0.15,FALSE,180,267,24,1
saritareads,0.08052987,FALSE,16500,546,569500,334
malyssamolina,1.717483413,FALSE,14100,622,1200000,32
winarti.24,0.007110969,FALSE,4480,844,12100,319
patches.lima,0.086509985,FALSE,55800,260,3400000,264
itsalissabutt,0.062284797,FALSE,417800,849,11900000,938
musaa__b0,0.161202327,FALSE,11900,92,45300,13
oga_ko0,8.867906977,FALSE,1075,366,67200,7
miss_elwani,0.01907608,FALSE,2677,2708,2419,45
kyrgyz.xit,0.021933076,FALSE,11100,16,106200,165
f..ooo,0.049375467,FALSE,1102,2906,1677,36
eyl4l_vl0g,0.96875,FALSE,8,23,29,4
g.chiild,0.127410208,FALSE,115,564,309,23
646jeetuchinni,0.133449477,FALSE,82,37,1698,96
64nk64,0.571428571,FALSE,7,11,3,1
68lu,1.862903226,FALSE,62,8,225,2
lstugri07,0.065712582,FALSE,645,9354,536,13
lqqueiroz_,0.683902103,FALSE,967,187,2133,3
deviajecostarica,0.073508365,FALSE,141100,159,785600,143
umalusianzoff,0.011481507,FALSE,86200,281,2500000,371
aamandajeansmithh,0.000518026,FALSE,539300,219,4800000,247
ilovebastos,0.13600754,TRUE,733900,177,12600000,188
sorteos3344,0.343712209,FALSE,3847,1,24900,23
sovscrapb,0.035797342,FALSE,1720,192,47000,432
tjrony0,0.055447985,FALSE,741,1051,1542,23
mayagarine,0.000938098,FALSE,147300,39,969900,191
itsdavidtailor,0.020773986,FALSE,182100,49,7500000,645
onderoaders,0.332562965,FALSE,89400,84,1800000,152
tire.crushing,1.975263636,FALSE,22000,27,217300,5
sian.owenx,0.01020367,TRUE,79400,251,3100000,678
catalleyiaa,0.259710145,FALSE,20700,17,136100,10
935.1km_,6.333333333,FALSE,10,5,378,6
94sona84,0.14254386,FALSE,1064,1180,285,3
dad.braden,0.087121182,FALSE,7471,128,83300,126
dai46497,0.216030272,FALSE,323,50,1270,19
drkalimd,0.019621965,FALSE,166500,461,6500000,1123
sam_locke,0.002340816,FALSE,42000,373,519000,51
orlandomagic,0.027965641,TRUE,996200,174,21100000,752
duki,0.5112685,TRUE,3000000,15,3000000,2
laabuelitacolita,0.024412613,FALSE,296300,2,2800000,125
bhaveshgamara...1,0.015638393,FALSE,12800,6630,201600,419
aananddantani0,0.170339752,FALSE,46000,12,624500,320
jgs.arquitectos,0.081968043,FALSE,105500,26,1900000,109
xqxzlata,1.336802271,FALSE,151,19,2528,29
laaziest_,0.011445919,FALSE,136700,1254,4000000,291
katlynmtnguyen,0.289537179,FALSE,26000,280,663100,46
qxq338,0.036150476,FALSE,45000,167,331200,505
hakimkudiyala55,0.000312847,FALSE,69500,6,128400,371
swatch,0.211127551,TRUE,16800,16,349900,105
heatherennis2,0.00360162,FALSE,16700,10000,237500,3035
msashrocks,0.349873227,FALSE,7212,432,236700,362
elpapa581,0.130319829,FALSE,20100,464,90700,39
winnie.loves,0.244423798,FALSE,212500,87,17600000,243
recklessqueenxo,0.024936747,FALSE,5251,6527,6235,87
toddcollinsofficial,0.003431592,FALSE,208100,6570,1100000,1451
yulesalazaar19,0.027326637,FALSE,38400,3717,475500,425
amekraner,1.886869717,FALSE,8098,198,629500,38
makefunnygirl,0.002052455,FALSE,102400,7,610200,253
haveyharrison,0.044651305,FALSE,304400,224,2600000,82
thelanguageboy,0.157201752,FALSE,2300000,4450,19700000,156
shafiq1917,0.018228953,FALSE,1047,2017,2666,96
sh3bool,0.039642453,FALSE,2653,117,8327,36
sde_gg,1.366693038,FALSE,158,38,3243,17
purushotham145,0.006199624,FALSE,9890,390,104900,1106
carolinaw307,0.126360787,FALSE,1210,680,4407,29
fms65000,0.215539804,FALSE,1310,1056,3884,15
djgema_oficial,0.068093668,FALSE,3337,486,9825,52
gleide243,0.017914629,FALSE,1407,632,9172,103
hindiaalicia,0.016477423,FALSE,92700,314,3300000,1361
thepieiam,0.069170065,FALSE,75800,708,4000000,153
_razly_,0.034452306,FALSE,31900,110,394100,333
aweaspire,0.012909293,FALSE,1671,452,68900,161
9_kuunano,0.039709172,FALSE,447,1175,778,5
a_b_d_o84,0.194103922,FALSE,871,345,5021,31
d2u.z,2.535714286,FALSE,14,16,69,2
pdfly,0.193269841,FALSE,225,124,4711,120
mboke2,0.03864218,FALSE,1898,1576,9277,403
mejdi.zm,0.107565869,FALSE,591,5717,3544,61
fadli68_,2.958707865,FALSE,1424,71,62900,16
avluhv,38,FALSE,1,2,36,1
bddgdsd,0.017783067,FALSE,1730,1524,549,17
lolotesourire53,0.070116618,FALSE,196,237,572,49
.luyen.1999,0.028167116,FALSE,1060,797,1456,51
.lm_love_vika,0.096296296,FALSE,135,1466,427,1
.mxtsxya,0.503800786,FALSE,109,2,6622,80
tsweets_0,1.39880597,FALSE,134,13,4668,25
debyyola15,2.604542807,FALSE,1717,14,4446,1
drunk0ctopus,0.66226784,FALSE,62,416,1500,33
yawazkhan718,0.007462226,FALSE,3243,1193,4472,49
zorzoary,0.000586299,FALSE,364500,10,1300000,408
solsenpai,0.028144752,FALSE,1900000,141,74000000,515
lgusa,0.00283631,TRUE,38400,199,157700,278
jaine_26,0.014142283,FALSE,9960,708,160900,475
raj88saini0,0.00402048,FALSE,85100,47,567600,454
ivanbooc,0.037022096,FALSE,65300,89,169500,168
magician_holly,0.0081413,FALSE,266600,110,1200000,122
amobones,0.004838016,FALSE,23900,606,387500,1317
user98904978,0.000638961,FALSE,11000,921,166700,628
that_car_with_teeth,0.131599796,FALSE,103800,726,1700000,179
thegabiekin_,0.025956498,FALSE,599600,223,9800000,295
mosaoruf,0.12191358,FALSE,270,344,371,12
mrs.jessica_00,0.055974026,FALSE,1100,851,6032,62
dyedppc3tpmz,0.021826872,FALSE,1614,2227,32600,575
uluosman,0.131681877,FALSE,59,361,99,13
hligmail,0.923076923,FALSE,20,48,232,13
robyn_willemse,0.050141287,FALSE,36400,90,255300,180
andie.out.here,0.001318716,FALSE,126400,1429,2500000,873
molleebrandick,0.004035861,FALSE,12600,788,1300000,426
laurshaps,0.004060292,FALSE,212300,263,9000000,2187
xn444,0.060532688,FALSE,413,422,19,1
otako.shizousasagayou1,0.118873282,FALSE,9560,2835,43300,95
user401012101830068,0.051948052,FALSE,132,4958,46,7
gol.fm,0.049090909,FALSE,110,5,81,15
grandelqv,0.090507823,FALSE,1346,655,4671,17
schmukers,0.002565096,FALSE,6271,826,86900,77
dyefjzd3wgtz,0.029171529,FALSE,857,632,144,6
qasim_salman,0.025166479,FALSE,88900,23,2400000,1105
.sddm,0.167149524,FALSE,2357,317,22200,91
stefanisoberani,0.323381336,FALSE,12400,468,56800,14
niomystyle4,0.005134543,FALSE,56400,60,217500,214
dannyandjaweria,0.18481484,FALSE,82400,69,3500000,229
s0ggyjoint,0.018995234,FALSE,7801,345,202900,11
xx.albiona,0.000706893,FALSE,69500,111,9700000,1459
consigz,0.043078586,FALSE,266700,1004,21600000,1316
nastyaseksualka,0.160929195,FALSE,2177,621,29100,95
natalyaryabykh1,0.006804233,FALSE,10800,886,117400,147
g0wwor_,7.030388979,FALSE,1851,1,50400,4
nervousbreakdwn,0.014912,FALSE,12500,333,714100,312
faithie777,0.003871578,FALSE,20200,559,271600,473
moamusica,0.001986061,FALSE,6516,51,30700,76
trufinco,0.001506464,FALSE,89500,6395,350600,1294
h_rodri,0.011610429,FALSE,16300,33,282100,28
desarmonia,0.031809524,FALSE,12000,172,108200,70
camouflage_1980,0.00719749,FALSE,38700,4559,277200,526
cocorascon,0.005137688,FALSE,1100000,416,17100000,1109
sonyabarkdull,0.00112785,FALSE,36900,275,1100000,740
alanamarriee222,0.248399554,FALSE,14000,378,337600,70
retr0siamese,0.010491295,FALSE,59900,254,1500000,144
qcatherinee,0.019825375,FALSE,1307,182,31800,146
carlaaramiroo,0.001742999,FALSE,210800,184,3600000,193
bannabanana_,0.166051774,FALSE,14900,830,115400,43
ronnieb_3,0.000353885,FALSE,28500,723,486400,158
aviangel14,0.076939739,FALSE,770700,5,34000000,1119
bricknermonstreamclips,0.106521892,FALSE,50900,1632,1400000,318
jakychina3,0.003533239,FALSE,10100,7965,46000,1299
loulou_gonzalez,0.04546478,FALSE,386900,143,3000000,131
supersammichh,0.001260101,FALSE,799800,691,21700000,569
z0mbiek1llerz,0.244023474,FALSE,35500,463,781800,12
geologist_rambling,0.038507616,FALSE,114700,371,2600000,367
surajpinkyyadav1999,0.026391343,FALSE,242900,2,2000000,317
marinomaza,0.113928507,FALSE,65000,296,368000,97
fivehuskiesonehome,0.002340854,FALSE,259600,278,3600000,403
leeforeignn,0.055288889,FALSE,9000,596,1000000,1044
lalibae_,0.004045013,FALSE,1100000,247,29700000,201
sarcastically_adjusted,0.008603384,FALSE,3487,3143,4798,37
deliberatecreation,0.016956851,FALSE,98000,918,595200,288
tingtingzhang1,0.004573224,FALSE,111400,218,1500000,1455
600f09,0.02804676,FALSE,2521,775,2385,17
s5mu3l,0.424603175,FALSE,126,128,869,18
s7ora2,0.134861407,FALSE,268,264,245,7
buckwi1d730,0.096682464,FALSE,422,137,7477,133
lasmamirobles,2.446165192,FALSE,11300,27,165700,6
k.v.rabari.6134,0.031153389,FALSE,6728,3198,72800,154
yulieskarivero1,0.000498417,FALSE,76700,124,188500,1426
kotik3201,0.005122504,FALSE,6682,3973,31300,422
realquackery,0.116307179,FALSE,1371,443,6914,41
lifeofmarin,0.002824976,FALSE,15100,293,821400,245
esthefanylimah_editz,0.009420569,FALSE,7795,985,50400,200
babyneborn_secours,0.387329791,FALSE,6022,13,18900,9
angel.villagrez,0.088025198,FALSE,471700,621,33600000,576
marygarcia825,0.005157317,FALSE,5335,1039,30100,1586
mr__aabid__02,2.04206358,FALSE,9028,40,147700,15
8bitelliott,0.03365689,FALSE,1354,607,23300,241
styledbyjojo,0.014482452,FALSE,2251,245,24500,392
trampolineparkchile,0.007618205,FALSE,11300,21,322000,60
funjungleperu,0.094792411,FALSE,25600,4,94100,58
sadai2828,0.159440559,FALSE,130,1662,5149,82
saecuuoihhbfdsl,0.074025974,FALSE,418,338,2641,118
sadeklaa,0.00040027,FALSE,760700,375,5900000,1813
dyag6k1fjnzj,0.064802443,FALSE,338,404,1915,33
tota__70,0.002828798,FALSE,50400,32,272600,427
b_fo,0.330357143,FALSE,112,1810,72,2
pay712006,0.138917435,FALSE,27600,152,142800,33
db_southerntnguy,0.031652661,FALSE,18900,657,32900,59
z.wd,0.019064841,FALSE,553,335,656,101
nosebled,0.038959085,FALSE,474000,666,18100000,1763
anniesbucketlist,0.043898012,FALSE,77600,389,3100000,240
tododitsdedomini8,0.108469823,FALSE,1207,1242,1492,13
n1.xeber,0.006122449,FALSE,1715,481,32600,51
larrymata4wd,0.040744087,FALSE,85300,1343,317300,178
jecmari.balza,0.03597561,FALSE,656,587,3501,250
lzn_bielzin,0.490825688,FALSE,109,150,96,2
iugvssx1,0.130165289,FALSE,44,180,204,33
iup_pui,0.02193609,FALSE,1520,1146,8157,174
na8344,0.00088578,FALSE,218500,9780,971600,2310
der_rang,0.427034582,FALSE,69400,381,1600000,46
aissachettich,0.002163558,FALSE,69700,2097,539200,606
eeh099,0.021498983,FALSE,913,3471,911,59
azwr.official,0.004583711,FALSE,7723,948,72900,372
thecolorfulgay,0.016050113,FALSE,8210,244,104100,663
yumiferrer19,0.017954386,FALSE,5105,5091,30300,248
doby_dumbo_beagles,0.000573761,FALSE,514400,58,2800000,1101
zeen_154,0.189284121,FALSE,1888,24,17000,19
ap_asraful_islam,0.053846154,FALSE,2756,3714,33600,184
jordanannpetersen,0.002843041,FALSE,2038,1916,7401,932
byjuliazito,1.014404432,FALSE,361,77,19100,134
ihunter_rae,0.001721927,FALSE,104700,116,380400,190
dogemantiktok,0.552058824,FALSE,11400,1668,1000000,142
aoao_tt,0.281671881,FALSE,213100,61,1100000,18
nsaifrahmani,0.002964172,FALSE,31500,389,264400,604
diiz_lui,0.111007828,FALSE,584,2607,4512,100
956sourz,0.567049808,FALSE,29,10,179,9
daiana19sv,0.144227994,FALSE,792,182,12000,75
dilbar9113,0.003476636,FALSE,32100,3,255500,1755
rosebudbulldogs,0.072238798,FALSE,101700,297,2200000,175
dineshdsk1,0.019535549,FALSE,2596,785,20900,78
.carrots_,2.09790404,FALSE,13200,75,1600000,20
dodyydoda,0.005998846,FALSE,3715,4379,12900,268
idalisvldz8,0.145711593,FALSE,1061,272,2727,10
lpqzxc,0.165625,FALSE,60,36,135,16
69xbrokxnhearts,7,FALSE,1,8,12,2
6_.hmr,0.422292457,FALSE,678,42,11600,110
lpk.jp,0.076390598,FALSE,956,294,4028,110
loup_32,0.463636364,FALSE,55,226,101,4
djbigkev,0.072184179,FALSE,12100,256,102400,89
fakhrulnaim13,0.073662473,FALSE,2763,8059,18300,216
cleanwithriaa,0.017046216,FALSE,5972,930,182100,332
